2024-04-21 10:55:27,016 INFO    StreamThr :3409518 [internal.py:wandb_internal():86] W&B internal server running at pid: 3409518, started at: 2024-04-21 10:55:27.016249
2024-04-21 10:55:27,018 DEBUG   HandlerThread:3409518 [handler.py:handle_request():146] handle_request: status
2024-04-21 10:55:27,027 INFO    WriterThread:3409518 [datastore.py:open_for_write():87] open: /home/student/HumanChoicePrediction/HumanChoicePrediction-1/wandb/run-20240421_105527-pwhv7wis/run-pwhv7wis.wandb
2024-04-21 10:55:27,027 DEBUG   SenderThread:3409518 [sender.py:send():379] send: header
2024-04-21 10:55:27,044 DEBUG   SenderThread:3409518 [sender.py:send():379] send: run
2024-04-21 10:55:27,291 INFO    SenderThread:3409518 [dir_watcher.py:__init__():211] watching files in: /home/student/HumanChoicePrediction/HumanChoicePrediction-1/wandb/run-20240421_105527-pwhv7wis/files
2024-04-21 10:55:27,291 INFO    SenderThread:3409518 [sender.py:_start_run_threads():1124] run started: pwhv7wis with start time 1713686127.016448
2024-04-21 10:55:27,303 DEBUG   HandlerThread:3409518 [handler.py:handle_request():146] handle_request: check_version
2024-04-21 10:55:27,304 DEBUG   SenderThread:3409518 [sender.py:send_request():406] send_request: check_version
2024-04-21 10:55:27,347 DEBUG   HandlerThread:3409518 [handler.py:handle_request():146] handle_request: run_start
2024-04-21 10:55:27,351 DEBUG   HandlerThread:3409518 [system_info.py:__init__():26] System info init
2024-04-21 10:55:27,351 DEBUG   HandlerThread:3409518 [system_info.py:__init__():41] System info init done
2024-04-21 10:55:27,351 INFO    HandlerThread:3409518 [system_monitor.py:start():194] Starting system monitor
2024-04-21 10:55:27,351 INFO    SystemMonitor:3409518 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-04-21 10:55:27,352 INFO    HandlerThread:3409518 [system_monitor.py:probe():214] Collecting system info
2024-04-21 10:55:27,352 INFO    SystemMonitor:3409518 [interfaces.py:start():190] Started cpu monitoring
2024-04-21 10:55:27,353 INFO    SystemMonitor:3409518 [interfaces.py:start():190] Started disk monitoring
2024-04-21 10:55:27,354 INFO    SystemMonitor:3409518 [interfaces.py:start():190] Started gpu monitoring
2024-04-21 10:55:27,355 INFO    SystemMonitor:3409518 [interfaces.py:start():190] Started memory monitoring
2024-04-21 10:55:27,357 INFO    SystemMonitor:3409518 [interfaces.py:start():190] Started network monitoring
2024-04-21 10:55:27,366 DEBUG   HandlerThread:3409518 [system_info.py:probe():150] Probing system
2024-04-21 10:55:27,372 DEBUG   HandlerThread:3409518 [system_info.py:_probe_git():135] Probing git
2024-04-21 10:55:27,385 DEBUG   HandlerThread:3409518 [system_info.py:_probe_git():143] Probing git done
2024-04-21 10:55:27,385 DEBUG   HandlerThread:3409518 [system_info.py:probe():198] Probing system done
2024-04-21 10:55:27,385 DEBUG   HandlerThread:3409518 [system_monitor.py:probe():223] {'os': 'Linux-5.15.0-1060-azure-x86_64-with-glibc2.17', 'python': '3.8.19', 'heartbeatAt': '2024-04-21T07:55:27.366288', 'startedAt': '2024-04-21T07:55:27.007307', 'docker': None, 'cuda': None, 'args': ('--ENV_HPT_mode=True', '--basic_nature=17', '--online_simulation_factor=0', '--seed=5'), 'state': 'running', 'program': 'StrategyTransfer.py', 'codePathLocal': 'StrategyTransfer.py', 'codePath': 'StrategyTransfer.py', 'git': {'remote': 'https://github.com/liattsipory/HumanChoicePrediction.git', 'commit': '30ed2300b91817204a8c6c993a7f2f13b8040a44'}, 'email': 'noa-levi@campus.technion.ac.il', 'root': '/home/student/HumanChoicePrediction/HumanChoicePrediction-1', 'host': 'nlpgpu2023w-0001', 'username': 'student', 'executable': '/anaconda/envs/final_project_env/bin/python', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 2593.9919999999997, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 2593.992, 'min': 0.0, 'max': 0.0}, {'current': 2593.992, 'min': 0.0, 'max': 0.0}, {'current': 2593.992, 'min': 0.0, 'max': 0.0}, {'current': 2593.992, 'min': 0.0, 'max': 0.0}, {'current': 2593.992, 'min': 0.0, 'max': 0.0}, {'current': 2593.992, 'min': 0.0, 'max': 0.0}, {'current': 2593.992, 'min': 0.0, 'max': 0.0}, {'current': 2593.992, 'min': 0.0, 'max': 0.0}, {'current': 2593.992, 'min': 0.0, 'max': 0.0}, {'current': 2593.992, 'min': 0.0, 'max': 0.0}, {'current': 2593.992, 'min': 0.0, 'max': 0.0}, {'current': 2593.992, 'min': 0.0, 'max': 0.0}], 'disk': {'/': {'total': 145.1909637451172, 'used': 123.58728790283203}}, 'gpu': 'Tesla M60', 'gpu_count': 1, 'gpu_devices': [{'name': 'Tesla M60', 'memory_total': 8524136448}], 'memory': {'total': 110.04447174072266}}
2024-04-21 10:55:27,385 INFO    HandlerThread:3409518 [system_monitor.py:probe():224] Finished collecting system info
2024-04-21 10:55:27,385 INFO    HandlerThread:3409518 [system_monitor.py:probe():227] Publishing system info
2024-04-21 10:55:27,385 DEBUG   HandlerThread:3409518 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2024-04-21 10:55:28,293 INFO    Thread-12 :3409518 [dir_watcher.py:_on_file_created():271] file/dir created: /home/student/HumanChoicePrediction/HumanChoicePrediction-1/wandb/run-20240421_105527-pwhv7wis/files/conda-environment.yaml
2024-04-21 10:55:29,858 DEBUG   HandlerThread:3409518 [system_info.py:_save_conda():222] Saving conda packages done
2024-04-21 10:55:29,859 INFO    HandlerThread:3409518 [system_monitor.py:probe():229] Finished publishing system info
2024-04-21 10:55:29,861 DEBUG   SenderThread:3409518 [sender.py:send():379] send: files
2024-04-21 10:55:29,862 INFO    SenderThread:3409518 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2024-04-21 10:55:29,947 DEBUG   HandlerThread:3409518 [handler.py:handle_request():146] handle_request: python_packages
2024-04-21 10:55:29,948 DEBUG   SenderThread:3409518 [sender.py:send_request():406] send_request: python_packages
2024-04-21 10:55:29,948 DEBUG   HandlerThread:3409518 [handler.py:handle_request():146] handle_request: stop_status
2024-04-21 10:55:29,949 DEBUG   SenderThread:3409518 [sender.py:send_request():406] send_request: stop_status
2024-04-21 10:55:29,952 DEBUG   HandlerThread:3409518 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-21 10:55:30,131 DEBUG   SenderThread:3409518 [sender.py:send():379] send: telemetry
2024-04-21 10:55:30,133 DEBUG   SenderThread:3409518 [sender.py:send():379] send: config
2024-04-21 10:55:30,133 DEBUG   SenderThread:3409518 [sender.py:send():379] send: telemetry
2024-04-21 10:55:30,133 DEBUG   SenderThread:3409518 [sender.py:send():379] send: config
2024-04-21 10:55:30,133 DEBUG   SenderThread:3409518 [sender.py:send():379] send: config
2024-04-21 10:55:30,133 DEBUG   SenderThread:3409518 [sender.py:send():379] send: config
2024-04-21 10:55:30,133 DEBUG   SenderThread:3409518 [sender.py:send():379] send: config
2024-04-21 10:55:30,133 DEBUG   SenderThread:3409518 [sender.py:send():379] send: config
2024-04-21 10:55:30,133 DEBUG   SenderThread:3409518 [sender.py:send():379] send: config
2024-04-21 10:55:30,216 INFO    wandb-upload_0:3409518 [upload_job.py:push():131] Uploaded file /tmp/tmptnz3gjlvwandb/s7huxari-wandb-metadata.json
2024-04-21 10:55:30,292 INFO    Thread-12 :3409518 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/student/HumanChoicePrediction/HumanChoicePrediction-1/wandb/run-20240421_105527-pwhv7wis/files/conda-environment.yaml
2024-04-21 10:55:30,292 INFO    Thread-12 :3409518 [dir_watcher.py:_on_file_created():271] file/dir created: /home/student/HumanChoicePrediction/HumanChoicePrediction-1/wandb/run-20240421_105527-pwhv7wis/files/wandb-metadata.json
2024-04-21 10:55:30,293 INFO    Thread-12 :3409518 [dir_watcher.py:_on_file_created():271] file/dir created: /home/student/HumanChoicePrediction/HumanChoicePrediction-1/wandb/run-20240421_105527-pwhv7wis/files/output.log
2024-04-21 10:55:30,293 INFO    Thread-12 :3409518 [dir_watcher.py:_on_file_created():271] file/dir created: /home/student/HumanChoicePrediction/HumanChoicePrediction-1/wandb/run-20240421_105527-pwhv7wis/files/requirements.txt
2024-04-21 10:55:32,134 DEBUG   HandlerThread:3409518 [handler.py:handle_request():146] handle_request: status_report
2024-04-21 10:55:32,293 INFO    Thread-12 :3409518 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/student/HumanChoicePrediction/HumanChoicePrediction-1/wandb/run-20240421_105527-pwhv7wis/files/output.log
2024-04-21 10:55:34,294 INFO    Thread-12 :3409518 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/student/HumanChoicePrediction/HumanChoicePrediction-1/wandb/run-20240421_105527-pwhv7wis/files/output.log
2024-04-21 10:55:37,240 DEBUG   HandlerThread:3409518 [handler.py:handle_request():146] handle_request: status_report
2024-04-21 10:55:40,296 INFO    Thread-12 :3409518 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/student/HumanChoicePrediction/HumanChoicePrediction-1/wandb/run-20240421_105527-pwhv7wis/files/output.log
2024-04-21 10:55:42,297 INFO    Thread-12 :3409518 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/student/HumanChoicePrediction/HumanChoicePrediction-1/wandb/run-20240421_105527-pwhv7wis/files/output.log
2024-04-21 10:55:42,335 DEBUG   HandlerThread:3409518 [handler.py:handle_request():146] handle_request: status_report
2024-04-21 10:55:44,298 INFO    Thread-12 :3409518 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/student/HumanChoicePrediction/HumanChoicePrediction-1/wandb/run-20240421_105527-pwhv7wis/files/output.log
2024-04-21 10:55:44,955 DEBUG   HandlerThread:3409518 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-21 10:55:44,956 DEBUG   HandlerThread:3409518 [handler.py:handle_request():146] handle_request: stop_status
2024-04-21 10:55:44,956 DEBUG   SenderThread:3409518 [sender.py:send_request():406] send_request: stop_status
2024-04-21 10:55:46,299 INFO    Thread-12 :3409518 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/student/HumanChoicePrediction/HumanChoicePrediction-1/wandb/run-20240421_105527-pwhv7wis/files/output.log
2024-04-21 10:55:47,366 DEBUG   HandlerThread:3409518 [handler.py:handle_request():146] handle_request: status_report
2024-04-21 10:55:48,300 INFO    Thread-12 :3409518 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/student/HumanChoicePrediction/HumanChoicePrediction-1/wandb/run-20240421_105527-pwhv7wis/files/output.log
2024-04-21 10:55:50,301 INFO    Thread-12 :3409518 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/student/HumanChoicePrediction/HumanChoicePrediction-1/wandb/run-20240421_105527-pwhv7wis/files/output.log
