2024-04-27 14:07:14,075 INFO    StreamThr :1368630 [internal.py:wandb_internal():86] W&B internal server running at pid: 1368630, started at: 2024-04-27 14:07:14.074815
2024-04-27 14:07:14,077 DEBUG   HandlerThread:1368630 [handler.py:handle_request():146] handle_request: status
2024-04-27 14:07:14,085 INFO    WriterThread:1368630 [datastore.py:open_for_write():87] open: /home/student/HumanChoicePrediction/HumanChoicePrediction-1/wandb/run-20240427_140714-kjk4w8ph/run-kjk4w8ph.wandb
2024-04-27 14:07:14,086 DEBUG   SenderThread:1368630 [sender.py:send():379] send: header
2024-04-27 14:07:14,101 DEBUG   SenderThread:1368630 [sender.py:send():379] send: run
2024-04-27 14:07:14,273 INFO    SenderThread:1368630 [dir_watcher.py:__init__():211] watching files in: /home/student/HumanChoicePrediction/HumanChoicePrediction-1/wandb/run-20240427_140714-kjk4w8ph/files
2024-04-27 14:07:14,273 INFO    SenderThread:1368630 [sender.py:_start_run_threads():1124] run started: kjk4w8ph with start time 1714216034.074985
2024-04-27 14:07:14,285 DEBUG   HandlerThread:1368630 [handler.py:handle_request():146] handle_request: check_version
2024-04-27 14:07:14,285 DEBUG   SenderThread:1368630 [sender.py:send_request():406] send_request: check_version
2024-04-27 14:07:14,368 DEBUG   HandlerThread:1368630 [handler.py:handle_request():146] handle_request: run_start
2024-04-27 14:07:14,372 DEBUG   HandlerThread:1368630 [system_info.py:__init__():26] System info init
2024-04-27 14:07:14,372 DEBUG   HandlerThread:1368630 [system_info.py:__init__():41] System info init done
2024-04-27 14:07:14,372 INFO    HandlerThread:1368630 [system_monitor.py:start():194] Starting system monitor
2024-04-27 14:07:14,372 INFO    SystemMonitor:1368630 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-04-27 14:07:14,373 INFO    HandlerThread:1368630 [system_monitor.py:probe():214] Collecting system info
2024-04-27 14:07:14,373 INFO    SystemMonitor:1368630 [interfaces.py:start():190] Started cpu monitoring
2024-04-27 14:07:14,374 INFO    SystemMonitor:1368630 [interfaces.py:start():190] Started disk monitoring
2024-04-27 14:07:14,375 INFO    SystemMonitor:1368630 [interfaces.py:start():190] Started gpu monitoring
2024-04-27 14:07:14,376 INFO    SystemMonitor:1368630 [interfaces.py:start():190] Started memory monitoring
2024-04-27 14:07:14,377 INFO    SystemMonitor:1368630 [interfaces.py:start():190] Started network monitoring
2024-04-27 14:07:14,381 DEBUG   HandlerThread:1368630 [system_info.py:probe():150] Probing system
2024-04-27 14:07:14,387 DEBUG   HandlerThread:1368630 [system_info.py:_probe_git():135] Probing git
2024-04-27 14:07:14,401 DEBUG   HandlerThread:1368630 [system_info.py:_probe_git():143] Probing git done
2024-04-27 14:07:14,401 DEBUG   HandlerThread:1368630 [system_info.py:probe():198] Probing system done
2024-04-27 14:07:14,401 DEBUG   HandlerThread:1368630 [system_monitor.py:probe():223] {'os': 'Linux-5.15.0-1060-azure-x86_64-with-glibc2.17', 'python': '3.8.19', 'heartbeatAt': '2024-04-27T11:07:14.382052', 'startedAt': '2024-04-27T11:07:14.065825', 'docker': None, 'cuda': None, 'args': ('--ENV_HPT_mode=True', '--basic_nature=21', '--online_simulation_factor=0', '--seed=4'), 'state': 'running', 'program': 'StrategyTransfer.py', 'codePathLocal': 'StrategyTransfer.py', 'codePath': 'StrategyTransfer.py', 'git': {'remote': 'https://github.com/liattsipory/HumanChoicePrediction.git', 'commit': '01be4cfc27602bc900baba931c6ee045884e6792'}, 'email': 'noa-levi@campus.technion.ac.il', 'root': '/home/student/HumanChoicePrediction/HumanChoicePrediction-1', 'host': 'nlpgpu2023w-0001', 'username': 'student', 'executable': '/anaconda/envs/final_project_env/bin/python', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 2593.9919999999997, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 2593.992, 'min': 0.0, 'max': 0.0}, {'current': 2593.992, 'min': 0.0, 'max': 0.0}, {'current': 2593.992, 'min': 0.0, 'max': 0.0}, {'current': 2593.992, 'min': 0.0, 'max': 0.0}, {'current': 2593.992, 'min': 0.0, 'max': 0.0}, {'current': 2593.992, 'min': 0.0, 'max': 0.0}, {'current': 2593.992, 'min': 0.0, 'max': 0.0}, {'current': 2593.992, 'min': 0.0, 'max': 0.0}, {'current': 2593.992, 'min': 0.0, 'max': 0.0}, {'current': 2593.992, 'min': 0.0, 'max': 0.0}, {'current': 2593.992, 'min': 0.0, 'max': 0.0}, {'current': 2593.992, 'min': 0.0, 'max': 0.0}], 'disk': {'/': {'total': 145.1909637451172, 'used': 126.61330032348633}}, 'gpu': 'Tesla M60', 'gpu_count': 1, 'gpu_devices': [{'name': 'Tesla M60', 'memory_total': 8524136448}], 'memory': {'total': 110.04447174072266}}
2024-04-27 14:07:14,401 INFO    HandlerThread:1368630 [system_monitor.py:probe():224] Finished collecting system info
2024-04-27 14:07:14,401 INFO    HandlerThread:1368630 [system_monitor.py:probe():227] Publishing system info
2024-04-27 14:07:14,401 DEBUG   HandlerThread:1368630 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2024-04-27 14:07:15,275 INFO    Thread-12 :1368630 [dir_watcher.py:_on_file_created():271] file/dir created: /home/student/HumanChoicePrediction/HumanChoicePrediction-1/wandb/run-20240427_140714-kjk4w8ph/files/conda-environment.yaml
2024-04-27 14:07:16,823 DEBUG   HandlerThread:1368630 [system_info.py:_save_conda():222] Saving conda packages done
2024-04-27 14:07:16,824 INFO    HandlerThread:1368630 [system_monitor.py:probe():229] Finished publishing system info
2024-04-27 14:07:16,826 DEBUG   SenderThread:1368630 [sender.py:send():379] send: files
