2024-04-26 18:48:48,920 INFO    StreamThr :3618503 [internal.py:wandb_internal():86] W&B internal server running at pid: 3618503, started at: 2024-04-26 18:48:48.919942
2024-04-26 18:48:48,922 DEBUG   HandlerThread:3618503 [handler.py:handle_request():146] handle_request: status
2024-04-26 18:48:48,930 INFO    WriterThread:3618503 [datastore.py:open_for_write():87] open: /home/student/HumanChoicePrediction/HumanChoicePrediction-1/wandb/run-20240426_184848-yvo2l908/run-yvo2l908.wandb
2024-04-26 18:48:48,931 DEBUG   SenderThread:3618503 [sender.py:send():379] send: header
2024-04-26 18:48:48,945 DEBUG   SenderThread:3618503 [sender.py:send():379] send: run
2024-04-26 18:48:49,190 INFO    SenderThread:3618503 [dir_watcher.py:__init__():211] watching files in: /home/student/HumanChoicePrediction/HumanChoicePrediction-1/wandb/run-20240426_184848-yvo2l908/files
2024-04-26 18:48:49,190 INFO    SenderThread:3618503 [sender.py:_start_run_threads():1124] run started: yvo2l908 with start time 1714146528.9201
2024-04-26 18:48:49,202 DEBUG   HandlerThread:3618503 [handler.py:handle_request():146] handle_request: check_version
2024-04-26 18:48:49,203 DEBUG   SenderThread:3618503 [sender.py:send_request():406] send_request: check_version
2024-04-26 18:48:49,288 DEBUG   HandlerThread:3618503 [handler.py:handle_request():146] handle_request: run_start
2024-04-26 18:48:49,292 DEBUG   HandlerThread:3618503 [system_info.py:__init__():26] System info init
2024-04-26 18:48:49,292 DEBUG   HandlerThread:3618503 [system_info.py:__init__():41] System info init done
2024-04-26 18:48:49,292 INFO    HandlerThread:3618503 [system_monitor.py:start():194] Starting system monitor
2024-04-26 18:48:49,292 INFO    SystemMonitor:3618503 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-04-26 18:48:49,292 INFO    HandlerThread:3618503 [system_monitor.py:probe():214] Collecting system info
2024-04-26 18:48:49,293 INFO    SystemMonitor:3618503 [interfaces.py:start():190] Started cpu monitoring
2024-04-26 18:48:49,294 INFO    SystemMonitor:3618503 [interfaces.py:start():190] Started disk monitoring
2024-04-26 18:48:49,296 INFO    SystemMonitor:3618503 [interfaces.py:start():190] Started gpu monitoring
2024-04-26 18:48:49,296 INFO    SystemMonitor:3618503 [interfaces.py:start():190] Started memory monitoring
2024-04-26 18:48:49,297 INFO    SystemMonitor:3618503 [interfaces.py:start():190] Started network monitoring
2024-04-26 18:48:49,309 DEBUG   HandlerThread:3618503 [system_info.py:probe():150] Probing system
2024-04-26 18:48:49,316 DEBUG   HandlerThread:3618503 [system_info.py:_probe_git():135] Probing git
2024-04-26 18:48:49,331 DEBUG   HandlerThread:3618503 [system_info.py:_probe_git():143] Probing git done
2024-04-26 18:48:49,331 DEBUG   HandlerThread:3618503 [system_info.py:probe():198] Probing system done
2024-04-26 18:48:49,331 DEBUG   HandlerThread:3618503 [system_monitor.py:probe():223] {'os': 'Linux-5.15.0-1060-azure-x86_64-with-glibc2.17', 'python': '3.8.19', 'heartbeatAt': '2024-04-26T15:48:49.309134', 'startedAt': '2024-04-26T15:48:48.911079', 'docker': None, 'cuda': None, 'args': ('--ENV_HPT_mode=True', '--basic_nature=28', '--online_simulation_factor=0', '--seed=2'), 'state': 'running', 'program': 'StrategyTransfer.py', 'codePathLocal': 'StrategyTransfer.py', 'codePath': 'StrategyTransfer.py', 'git': {'remote': 'https://github.com/liattsipory/HumanChoicePrediction.git', 'commit': '01be4cfc27602bc900baba931c6ee045884e6792'}, 'email': 'noa-levi@campus.technion.ac.il', 'root': '/home/student/HumanChoicePrediction/HumanChoicePrediction-1', 'host': 'nlpgpu2023w-0001', 'username': 'student', 'executable': '/anaconda/envs/final_project_env/bin/python', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 2593.9919999999997, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 2593.992, 'min': 0.0, 'max': 0.0}, {'current': 2593.992, 'min': 0.0, 'max': 0.0}, {'current': 2593.992, 'min': 0.0, 'max': 0.0}, {'current': 2593.992, 'min': 0.0, 'max': 0.0}, {'current': 2593.992, 'min': 0.0, 'max': 0.0}, {'current': 2593.992, 'min': 0.0, 'max': 0.0}, {'current': 2593.992, 'min': 0.0, 'max': 0.0}, {'current': 2593.992, 'min': 0.0, 'max': 0.0}, {'current': 2593.992, 'min': 0.0, 'max': 0.0}, {'current': 2593.992, 'min': 0.0, 'max': 0.0}, {'current': 2593.992, 'min': 0.0, 'max': 0.0}, {'current': 2593.992, 'min': 0.0, 'max': 0.0}], 'disk': {'/': {'total': 145.1909637451172, 'used': 126.14644241333008}}, 'gpu': 'Tesla M60', 'gpu_count': 1, 'gpu_devices': [{'name': 'Tesla M60', 'memory_total': 8524136448}], 'memory': {'total': 110.04447174072266}}
2024-04-26 18:48:49,331 INFO    HandlerThread:3618503 [system_monitor.py:probe():224] Finished collecting system info
2024-04-26 18:48:49,331 INFO    HandlerThread:3618503 [system_monitor.py:probe():227] Publishing system info
2024-04-26 18:48:49,331 DEBUG   HandlerThread:3618503 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2024-04-26 18:48:50,192 INFO    Thread-12 :3618503 [dir_watcher.py:_on_file_created():271] file/dir created: /home/student/HumanChoicePrediction/HumanChoicePrediction-1/wandb/run-20240426_184848-yvo2l908/files/conda-environment.yaml
2024-04-26 18:48:51,753 DEBUG   HandlerThread:3618503 [system_info.py:_save_conda():222] Saving conda packages done
2024-04-26 18:48:51,754 INFO    HandlerThread:3618503 [system_monitor.py:probe():229] Finished publishing system info
2024-04-26 18:48:51,757 DEBUG   SenderThread:3618503 [sender.py:send():379] send: files
2024-04-26 18:48:51,757 INFO    SenderThread:3618503 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2024-04-26 18:48:51,847 DEBUG   HandlerThread:3618503 [handler.py:handle_request():146] handle_request: python_packages
2024-04-26 18:48:51,847 DEBUG   HandlerThread:3618503 [handler.py:handle_request():146] handle_request: stop_status
2024-04-26 18:48:51,848 DEBUG   SenderThread:3618503 [sender.py:send_request():406] send_request: python_packages
2024-04-26 18:48:51,849 DEBUG   HandlerThread:3618503 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-26 18:48:51,849 DEBUG   SenderThread:3618503 [sender.py:send():379] send: telemetry
2024-04-26 18:48:51,850 DEBUG   SenderThread:3618503 [sender.py:send_request():406] send_request: stop_status
2024-04-26 18:48:52,013 DEBUG   SenderThread:3618503 [sender.py:send():379] send: config
2024-04-26 18:48:52,013 DEBUG   SenderThread:3618503 [sender.py:send():379] send: telemetry
2024-04-26 18:48:52,013 DEBUG   SenderThread:3618503 [sender.py:send():379] send: config
2024-04-26 18:48:52,013 DEBUG   SenderThread:3618503 [sender.py:send():379] send: config
2024-04-26 18:48:52,014 DEBUG   SenderThread:3618503 [sender.py:send():379] send: config
2024-04-26 18:48:52,014 DEBUG   SenderThread:3618503 [sender.py:send():379] send: config
2024-04-26 18:48:52,014 DEBUG   SenderThread:3618503 [sender.py:send():379] send: config
2024-04-26 18:48:52,014 DEBUG   SenderThread:3618503 [sender.py:send():379] send: config
2024-04-26 18:48:52,126 INFO    wandb-upload_0:3618503 [upload_job.py:push():131] Uploaded file /tmp/tmptwexhz0hwandb/wqngtfve-wandb-metadata.json
2024-04-26 18:48:52,192 INFO    Thread-12 :3618503 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/student/HumanChoicePrediction/HumanChoicePrediction-1/wandb/run-20240426_184848-yvo2l908/files/conda-environment.yaml
2024-04-26 18:48:52,192 INFO    Thread-12 :3618503 [dir_watcher.py:_on_file_created():271] file/dir created: /home/student/HumanChoicePrediction/HumanChoicePrediction-1/wandb/run-20240426_184848-yvo2l908/files/wandb-metadata.json
