2024-04-30 01:48:27,046 INFO    StreamThr :3131360 [internal.py:wandb_internal():86] W&B internal server running at pid: 3131360, started at: 2024-04-30 01:48:27.045867
2024-04-30 01:48:27,048 DEBUG   HandlerThread:3131360 [handler.py:handle_request():146] handle_request: status
2024-04-30 01:48:27,057 INFO    WriterThread:3131360 [datastore.py:open_for_write():87] open: /home/student/HumanChoicePrediction/HumanChoicePrediction-1/wandb/run-20240430_014827-rhezrr8v/run-rhezrr8v.wandb
2024-04-30 01:48:27,058 DEBUG   SenderThread:3131360 [sender.py:send():379] send: header
2024-04-30 01:48:27,075 DEBUG   SenderThread:3131360 [sender.py:send():379] send: run
2024-04-30 01:48:27,267 INFO    SenderThread:3131360 [dir_watcher.py:__init__():211] watching files in: /home/student/HumanChoicePrediction/HumanChoicePrediction-1/wandb/run-20240430_014827-rhezrr8v/files
2024-04-30 01:48:27,267 INFO    SenderThread:3131360 [sender.py:_start_run_threads():1124] run started: rhezrr8v with start time 1714430907.046201
2024-04-30 01:48:27,280 DEBUG   HandlerThread:3131360 [handler.py:handle_request():146] handle_request: check_version
2024-04-30 01:48:27,280 DEBUG   SenderThread:3131360 [sender.py:send_request():406] send_request: check_version
2024-04-30 01:48:27,328 DEBUG   HandlerThread:3131360 [handler.py:handle_request():146] handle_request: run_start
2024-04-30 01:48:27,331 DEBUG   HandlerThread:3131360 [system_info.py:__init__():26] System info init
2024-04-30 01:48:27,331 DEBUG   HandlerThread:3131360 [system_info.py:__init__():41] System info init done
2024-04-30 01:48:27,332 INFO    HandlerThread:3131360 [system_monitor.py:start():194] Starting system monitor
2024-04-30 01:48:27,332 INFO    SystemMonitor:3131360 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-04-30 01:48:27,332 INFO    HandlerThread:3131360 [system_monitor.py:probe():214] Collecting system info
2024-04-30 01:48:27,333 INFO    SystemMonitor:3131360 [interfaces.py:start():190] Started cpu monitoring
2024-04-30 01:48:27,334 INFO    SystemMonitor:3131360 [interfaces.py:start():190] Started disk monitoring
2024-04-30 01:48:27,336 INFO    SystemMonitor:3131360 [interfaces.py:start():190] Started gpu monitoring
2024-04-30 01:48:27,337 INFO    SystemMonitor:3131360 [interfaces.py:start():190] Started memory monitoring
2024-04-30 01:48:27,338 INFO    SystemMonitor:3131360 [interfaces.py:start():190] Started network monitoring
2024-04-30 01:48:27,345 DEBUG   HandlerThread:3131360 [system_info.py:probe():150] Probing system
2024-04-30 01:48:27,351 DEBUG   HandlerThread:3131360 [system_info.py:_probe_git():135] Probing git
2024-04-30 01:48:27,367 DEBUG   HandlerThread:3131360 [system_info.py:_probe_git():143] Probing git done
2024-04-30 01:48:27,368 DEBUG   HandlerThread:3131360 [system_info.py:probe():198] Probing system done
2024-04-30 01:48:27,368 DEBUG   HandlerThread:3131360 [system_monitor.py:probe():223] {'os': 'Linux-5.15.0-1060-azure-x86_64-with-glibc2.17', 'python': '3.8.19', 'heartbeatAt': '2024-04-29T22:48:27.345626', 'startedAt': '2024-04-29T22:48:27.036639', 'docker': None, 'cuda': None, 'args': ('--ENV_HPT_mode=True', '--basic_nature=22', '--online_simulation_factor=0', '--seed=4'), 'state': 'running', 'program': 'StrategyTransfer.py', 'codePathLocal': 'StrategyTransfer.py', 'codePath': 'StrategyTransfer.py', 'git': {'remote': 'https://github.com/liattsipory/HumanChoicePrediction.git', 'commit': '048e19377978b03c15e22b163a690d9f34a1d1a9'}, 'email': 'noa-levi@campus.technion.ac.il', 'root': '/home/student/HumanChoicePrediction/HumanChoicePrediction-1', 'host': 'nlpgpu2023w-0001', 'username': 'student', 'executable': '/anaconda/envs/final_project_env/bin/python', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 2593.9919999999997, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 2593.992, 'min': 0.0, 'max': 0.0}, {'current': 2593.992, 'min': 0.0, 'max': 0.0}, {'current': 2593.992, 'min': 0.0, 'max': 0.0}, {'current': 2593.992, 'min': 0.0, 'max': 0.0}, {'current': 2593.992, 'min': 0.0, 'max': 0.0}, {'current': 2593.992, 'min': 0.0, 'max': 0.0}, {'current': 2593.992, 'min': 0.0, 'max': 0.0}, {'current': 2593.992, 'min': 0.0, 'max': 0.0}, {'current': 2593.992, 'min': 0.0, 'max': 0.0}, {'current': 2593.992, 'min': 0.0, 'max': 0.0}, {'current': 2593.992, 'min': 0.0, 'max': 0.0}, {'current': 2593.992, 'min': 0.0, 'max': 0.0}], 'disk': {'/': {'total': 145.1909637451172, 'used': 128.49448013305664}}, 'gpu': 'Tesla M60', 'gpu_count': 1, 'gpu_devices': [{'name': 'Tesla M60', 'memory_total': 8524136448}], 'memory': {'total': 110.04447174072266}}
2024-04-30 01:48:27,368 INFO    HandlerThread:3131360 [system_monitor.py:probe():224] Finished collecting system info
2024-04-30 01:48:27,368 INFO    HandlerThread:3131360 [system_monitor.py:probe():227] Publishing system info
2024-04-30 01:48:27,368 DEBUG   HandlerThread:3131360 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2024-04-30 01:48:28,271 INFO    Thread-12 :3131360 [dir_watcher.py:_on_file_created():271] file/dir created: /home/student/HumanChoicePrediction/HumanChoicePrediction-1/wandb/run-20240430_014827-rhezrr8v/files/conda-environment.yaml
2024-04-30 01:48:29,842 DEBUG   HandlerThread:3131360 [system_info.py:_save_conda():222] Saving conda packages done
2024-04-30 01:48:29,843 INFO    HandlerThread:3131360 [system_monitor.py:probe():229] Finished publishing system info
2024-04-30 01:48:29,845 DEBUG   SenderThread:3131360 [sender.py:send():379] send: files
2024-04-30 01:48:29,846 INFO    SenderThread:3131360 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2024-04-30 01:48:29,933 DEBUG   HandlerThread:3131360 [handler.py:handle_request():146] handle_request: python_packages
2024-04-30 01:48:29,933 DEBUG   SenderThread:3131360 [sender.py:send_request():406] send_request: python_packages
2024-04-30 01:48:29,934 DEBUG   HandlerThread:3131360 [handler.py:handle_request():146] handle_request: stop_status
2024-04-30 01:48:29,934 DEBUG   SenderThread:3131360 [sender.py:send_request():406] send_request: stop_status
2024-04-30 01:48:29,937 DEBUG   HandlerThread:3131360 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-30 01:48:30,058 DEBUG   SenderThread:3131360 [sender.py:send():379] send: telemetry
2024-04-30 01:48:30,060 DEBUG   SenderThread:3131360 [sender.py:send():379] send: config
2024-04-30 01:48:30,060 DEBUG   SenderThread:3131360 [sender.py:send():379] send: telemetry
2024-04-30 01:48:30,060 DEBUG   SenderThread:3131360 [sender.py:send():379] send: config
2024-04-30 01:48:30,060 DEBUG   SenderThread:3131360 [sender.py:send():379] send: config
2024-04-30 01:48:30,060 DEBUG   SenderThread:3131360 [sender.py:send():379] send: config
2024-04-30 01:48:30,060 DEBUG   SenderThread:3131360 [sender.py:send():379] send: config
2024-04-30 01:48:30,060 DEBUG   SenderThread:3131360 [sender.py:send():379] send: config
2024-04-30 01:48:30,060 DEBUG   SenderThread:3131360 [sender.py:send():379] send: config
2024-04-30 01:48:30,219 INFO    wandb-upload_0:3131360 [upload_job.py:push():131] Uploaded file /tmp/tmp5_v1hpenwandb/mrxxhub1-wandb-metadata.json
2024-04-30 01:48:30,268 INFO    Thread-12 :3131360 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/student/HumanChoicePrediction/HumanChoicePrediction-1/wandb/run-20240430_014827-rhezrr8v/files/conda-environment.yaml
2024-04-30 01:48:30,269 INFO    Thread-12 :3131360 [dir_watcher.py:_on_file_created():271] file/dir created: /home/student/HumanChoicePrediction/HumanChoicePrediction-1/wandb/run-20240430_014827-rhezrr8v/files/wandb-metadata.json
2024-04-30 01:48:30,269 INFO    Thread-12 :3131360 [dir_watcher.py:_on_file_created():271] file/dir created: /home/student/HumanChoicePrediction/HumanChoicePrediction-1/wandb/run-20240430_014827-rhezrr8v/files/output.log
2024-04-30 01:48:30,269 INFO    Thread-12 :3131360 [dir_watcher.py:_on_file_created():271] file/dir created: /home/student/HumanChoicePrediction/HumanChoicePrediction-1/wandb/run-20240430_014827-rhezrr8v/files/requirements.txt
2024-04-30 01:48:32,062 DEBUG   HandlerThread:3131360 [handler.py:handle_request():146] handle_request: status_report
2024-04-30 01:48:32,269 INFO    Thread-12 :3131360 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/student/HumanChoicePrediction/HumanChoicePrediction-1/wandb/run-20240430_014827-rhezrr8v/files/output.log
2024-04-30 01:48:34,270 INFO    Thread-12 :3131360 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/student/HumanChoicePrediction/HumanChoicePrediction-1/wandb/run-20240430_014827-rhezrr8v/files/output.log
2024-04-30 01:48:37,229 DEBUG   HandlerThread:3131360 [handler.py:handle_request():146] handle_request: status_report
2024-04-30 01:48:40,272 INFO    Thread-12 :3131360 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/student/HumanChoicePrediction/HumanChoicePrediction-1/wandb/run-20240430_014827-rhezrr8v/files/output.log
2024-04-30 01:48:42,272 INFO    Thread-12 :3131360 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/student/HumanChoicePrediction/HumanChoicePrediction-1/wandb/run-20240430_014827-rhezrr8v/files/output.log
2024-04-30 01:48:42,294 DEBUG   HandlerThread:3131360 [handler.py:handle_request():146] handle_request: status_report
2024-04-30 01:48:44,273 INFO    Thread-12 :3131360 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/student/HumanChoicePrediction/HumanChoicePrediction-1/wandb/run-20240430_014827-rhezrr8v/files/output.log
2024-04-30 01:48:44,971 DEBUG   HandlerThread:3131360 [handler.py:handle_request():146] handle_request: stop_status
2024-04-30 01:48:44,972 DEBUG   SenderThread:3131360 [sender.py:send_request():406] send_request: stop_status
2024-04-30 01:48:44,978 DEBUG   HandlerThread:3131360 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-30 01:48:46,274 INFO    Thread-12 :3131360 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/student/HumanChoicePrediction/HumanChoicePrediction-1/wandb/run-20240430_014827-rhezrr8v/files/output.log
2024-04-30 01:48:49,655 DEBUG   HandlerThread:3131360 [handler.py:handle_request():146] handle_request: status_report
2024-04-30 01:48:52,276 INFO    Thread-12 :3131360 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/student/HumanChoicePrediction/HumanChoicePrediction-1/wandb/run-20240430_014827-rhezrr8v/files/output.log
2024-04-30 01:48:54,276 INFO    Thread-12 :3131360 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/student/HumanChoicePrediction/HumanChoicePrediction-1/wandb/run-20240430_014827-rhezrr8v/files/output.log
2024-04-30 01:48:54,674 DEBUG   HandlerThread:3131360 [handler.py:handle_request():146] handle_request: status_report
2024-04-30 01:48:56,277 INFO    Thread-12 :3131360 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/student/HumanChoicePrediction/HumanChoicePrediction-1/wandb/run-20240430_014827-rhezrr8v/files/output.log
2024-04-30 01:48:58,278 INFO    Thread-12 :3131360 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/student/HumanChoicePrediction/HumanChoicePrediction-1/wandb/run-20240430_014827-rhezrr8v/files/output.log
2024-04-30 01:48:59,698 DEBUG   HandlerThread:3131360 [handler.py:handle_request():146] handle_request: status_report
2024-04-30 01:48:59,970 DEBUG   HandlerThread:3131360 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-30 01:48:59,972 DEBUG   HandlerThread:3131360 [handler.py:handle_request():146] handle_request: stop_status
2024-04-30 01:48:59,973 DEBUG   SenderThread:3131360 [sender.py:send_request():406] send_request: stop_status
2024-04-30 01:49:00,279 INFO    Thread-12 :3131360 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/student/HumanChoicePrediction/HumanChoicePrediction-1/wandb/run-20240430_014827-rhezrr8v/files/config.yaml
2024-04-30 01:49:00,280 INFO    Thread-12 :3131360 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/student/HumanChoicePrediction/HumanChoicePrediction-1/wandb/run-20240430_014827-rhezrr8v/files/output.log
2024-04-30 01:49:02,280 INFO    Thread-12 :3131360 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/student/HumanChoicePrediction/HumanChoicePrediction-1/wandb/run-20240430_014827-rhezrr8v/files/output.log
2024-04-30 01:49:04,281 INFO    Thread-12 :3131360 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/student/HumanChoicePrediction/HumanChoicePrediction-1/wandb/run-20240430_014827-rhezrr8v/files/output.log
2024-04-30 01:49:04,856 DEBUG   HandlerThread:3131360 [handler.py:handle_request():146] handle_request: status_report
2024-04-30 01:49:06,282 INFO    Thread-12 :3131360 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/student/HumanChoicePrediction/HumanChoicePrediction-1/wandb/run-20240430_014827-rhezrr8v/files/output.log
2024-04-30 01:49:07,479 DEBUG   HandlerThread:3131360 [handler.py:handle_request():146] handle_request: partial_history
2024-04-30 01:49:07,481 DEBUG   SenderThread:3131360 [sender.py:send():379] send: history
2024-04-30 01:49:07,482 DEBUG   SenderThread:3131360 [sender.py:send_request():406] send_request: summary_record
2024-04-30 01:49:07,482 INFO    SenderThread:3131360 [sender.py:_save_file():1390] saving file wandb-summary.json with policy end
2024-04-30 01:49:08,283 INFO    Thread-12 :3131360 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/student/HumanChoicePrediction/HumanChoicePrediction-1/wandb/run-20240430_014827-rhezrr8v/files/output.log
2024-04-30 01:49:08,283 INFO    Thread-12 :3131360 [dir_watcher.py:_on_file_created():271] file/dir created: /home/student/HumanChoicePrediction/HumanChoicePrediction-1/wandb/run-20240430_014827-rhezrr8v/files/wandb-summary.json
2024-04-30 01:49:09,984 DEBUG   HandlerThread:3131360 [handler.py:handle_request():146] handle_request: status_report
2024-04-30 01:49:10,283 INFO    Thread-12 :3131360 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/student/HumanChoicePrediction/HumanChoicePrediction-1/wandb/run-20240430_014827-rhezrr8v/files/output.log
2024-04-30 01:49:12,239 DEBUG   HandlerThread:3131360 [handler.py:handle_request():146] handle_request: log_artifact
2024-04-30 01:49:12,239 DEBUG   SenderThread:3131360 [sender.py:send_request():406] send_request: log_artifact
2024-04-30 01:49:12,258 DEBUG   HandlerThread:3131360 [handler.py:handle_request():146] handle_request: partial_history
2024-04-30 01:49:12,284 INFO    Thread-12 :3131360 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/student/HumanChoicePrediction/HumanChoicePrediction-1/wandb/run-20240430_014827-rhezrr8v/files/output.log
2024-04-30 01:49:13,049 INFO    wandb-upload_0:3131360 [upload_job.py:push():89] Uploaded file /home/student/.local/share/wandb/artifacts/staging/tmp22lcg9h4
2024-04-30 01:49:13,593 INFO    SenderThread:3131360 [sender.py:send_request_log_artifact():1456] logged artifact rhezrr8v_predictions_epoch_0 - {'id': 'QXJ0aWZhY3Q6ODE1NDYzMDMx', 'state': 'PENDING', 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjE2ODUxOTAwNA==', 'latestArtifact': None}}
2024-04-30 01:49:13,594 DEBUG   SenderThread:3131360 [sender.py:send():379] send: history
2024-04-30 01:49:13,595 DEBUG   SenderThread:3131360 [sender.py:send_request():406] send_request: summary_record
2024-04-30 01:49:13,606 INFO    SenderThread:3131360 [sender.py:_save_file():1390] saving file wandb-summary.json with policy end
2024-04-30 01:49:14,285 INFO    Thread-12 :3131360 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/student/HumanChoicePrediction/HumanChoicePrediction-1/wandb/run-20240430_014827-rhezrr8v/files/wandb-summary.json
2024-04-30 01:49:14,285 INFO    Thread-12 :3131360 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/student/HumanChoicePrediction/HumanChoicePrediction-1/wandb/run-20240430_014827-rhezrr8v/files/output.log
2024-04-30 01:49:14,978 DEBUG   HandlerThread:3131360 [handler.py:handle_request():146] handle_request: stop_status
